Unnamed: 0,#CASE,DOF_PITCH_BC_,DOF_BETA1_GEOM_,DOF_BETA2_GEOM_,DOF_W1_GEOM_,DOF_W2_GEOM_,DOF_TMOVXU_GEOM_,DOF_TMOVXL_GEOM_,OF_alfa_ex_OP_01,OF_Cpt_OP_01,OF_CSI_OP_01,OF_phi_OP_01,OF_psi_OP_01,OF_Zwi_OP_01,OF_Zwc_OP_01,OF_DFss_mis_OP_01,OF_DFss_cp_OP_01,OF_Mis_peak_OP_01,OF_s_peak_OP_01,OF_s_diff_dim_OP_01,OF_s_tot_SS_OP_01,OF_Tmax_OP_01,OF_X_Tmax_OP_01
547,11947,0.1259057876,11.43921,-68.46863,0.08823242,0.6726685,0.162851,-0.1434418,-63.021,0.02326,0.02171,0.5592643803,1.197226799,1.113055948,1.064075512,1.3418,0.9278,0.5002,0.5282,0.0743,0.1575,0.0117468648,0.292160094
548,11953,0.08674760335,17.06421,-62.53113,0.01323242,0.5164185,-0.02308655,0.06437073,-62.469,0.02856,0.02667,0.5740132207,1.202428036,0.7788092929,0.7444806688,1.104,0.9762,0.4455,0.6458,0.05323,0.1503,0.0122616673,0.230140105
549,11963,0.09095748049,5.814209,-66.90613,0.2632324,0.9539185,0.04253845,-0.001254272,-61.908,0.02662,0.02485,0.5892279259,1.207793562,0.829949873,0.7933146722,1.161,0.9644,0.4561,0.7284,0.03973,0.1463,0.0123058949,0.251615107
550,11965,0.1040456139,3.314209,-68.15613,0.3632324,0.3289185,0.08628845,-0.04500427,-60.865,0.02419,0.02259,0.618146857,1.217991938,0.9755038228,0.9323334866,1.2512,0.9455,0.4794,0.6746,0.04735,0.1455,0.0121920034,0.264860123
551,11971,0.1189311412,3.470459,-61.98425,0.04448242,0.899231,0.07808533,-0.0860199,-60.634,0.02576,0.02405,0.6246673102,1.220291402,1.122647425,1.072934358,1.2263,0.9489,0.4819,0.4105,0.09147,0.1552,0.0121162888,0.251615077
552,11984,0.1067994613,14.09546,-66.04675,0.01948242,0.492981,0.04527283,0.0342926,-64.054,0.02505,0.02339,0.5322289164,1.187692636,0.9153761451,0.8752109955,1.1953,0.9573,0.4641,0.592,0.06396,0.1568,0.0123200146,0.260414958
553,11993,0.1093182042,7.845459,-66.67175,0.06948242,0.805481,-0.1078522,0.0999176,-63.61,0.02596,0.02423,0.5437610515,1.191759489,0.9499878847,0.9082493704,1.1476,0.9672,0.4531,0.6145,0.06171,0.1601,0.0119892983,0.189439937
554,11999,0.09579685347,0.345459,-67.92175,0.1694824,0.430481,-0.06410217,0.0561676,-64.186,0.02768,0.02585,0.5288254566,1.186492392,0.8181807402,0.7822923595,1.1419,0.9683,0.452,0.6996,0.04638,0.1544,0.012201529,0.209415063
555,12023,0.1374164613,15.65796,-69.328,0.05698242,0.977356,-0.1023834,-0.1243011,-64.099,0.02373,0.02215,0.5310673711,1.187283012,1.17450182,1.122975309,1.2598,0.9444,0.4787,0.4806,0.08769,0.1688,0.0123152919,0.155375019
556,12045,0.111566951,0.07202148,-65.83191,0.1335449,0.2293091,0.004940796,-0.0634613,-61.399,0.0243,0.02268,0.6032357808,1.212733488,1.032219077,0.9865986096,1.2132,0.9531,0.471,0.6095,0.05925,0.1517,0.012279694,0.221759975
557,12049,0.09326411654,3.197021,-64.26941,0.05854492,0.6980591,0.1690033,0.0349762,-64.626,0.03147,0.02939,0.517561667,1.182520172,0.786017886,0.751582713,1.1257,0.9716,0.4502,0.5845,0.06445,0.1551,0.0122065712,0.315734953
558,12067,0.09664428779,13.50952,-68.17566,0.1460449,0.05743408,-0.04427795,0.06231995,-63.068,0.02537,0.02368,0.5580185094,1.196787438,0.8526339201,0.8151165919,1.2124,0.9539,0.4674,0.6871,0.04677,0.1495,0.0122302752,0.217615008
559,12081,0.09152613053,14.13452,-69.73816,0.5210449,0.08868408,0.1635345,0.09513245,-61.039,0.02509,0.02343,0.613263538,1.216269816,0.8535407839,0.8157828173,1.2901,0.9384,0.486,0.7121,0.04028,0.1399,0.0122926002,0.330240041
560,12113,0.1141356933,7.103271,-66.37878,0.1147949,0.4246216,0.1006439,-0.09353943,-61.624,0.02337,0.02181,0.5970194082,1.210541259,1.04943871,1.003085586,1.2664,0.9425,0.483,0.5707,0.06501,0.1514,0.0120476903,0.264860034
561,12183,0.1029517144,10.15015,-69.85535,0.2179199,0.4754028,-0.02650452,-0.07576599,-63.046,0.02507,0.0234,0.5586014916,1.196993029,0.9091006388,0.8690961927,1.2304,0.9506,0.4703,0.6884,0.04707,0.151,0.0122980271,0.201334998
562,12187,0.09012671601,8.900146,-64.23035,0.1679199,0.6629028,0.08287048,0.164859,-61.197,0.02618,0.02444,0.608849994,1.214713362,0.8381824965,0.8011168508,1.1561,0.9655,0.4541,0.6783,0.04668,0.1451,0.0122819496,0.301499873
563,12251,0.1276425258,0.3063965,-66.33972,0.01166992,0.4675903,0.1840424,-0.05115662,-64.036,0.02709,0.0253,0.532693905,1.187856616,1.095530567,1.047455829,1.3038,0.9347,0.4935,0.5119,0.0793,0.1625,0.0119712651,0.306214958
564,12259,0.1103121521,1.868896,-69.30847,0.3491699,0.7332153,0.02544861,0.07462463,-60.925,0.02468,0.02304,0.6164602345,1.217397144,1.032531647,0.9868434086,1.2489,0.946,0.4789,0.6733,0.0484,0.1482,0.0123034222,0.256000042
565,12284,0.1207925154,9.993896,-68.37097,0.07416992,0.9519653,-0.02923889,0.1511871,-64.543,0.02744,0.02563,0.5196769779,1.183266145,1.019503322,0.9748315944,1.1853,0.9596,0.46,0.5532,0.07354,0.1646,0.0121127926,0.238640055
566,12289,0.09491826238,4.923096,-61.80725,0.04750977,0.7890015,-0.02697449,0.1183319,-61.486,0.02781,0.02596,0.6008275111,1.211884202,0.8766043073,0.8378660046,1.0928,0.9786,0.4437,0.5807,0.06406,0.1528,0.0121748429,0.234375045
567,12315,0.1239648709,9.298096,-67.11975,0.07250977,0.8827515,0.158963,-0.02385559,-63.576,0.02384,0.02225,0.5446495574,1.192072824,1.078514761,1.031127105,1.2823,0.9393,0.487,0.5056,0.0792,0.1602,0.0121006388,0.301500022
568,12317,0.1147589255,1.798096,-68.36975,0.1725098,0.2577515,0.115213,0.01989441,-62.854,0.02443,0.02281,0.563703687,1.198792338,1.019852092,0.9749510739,1.2689,0.9425,0.4815,0.5907,0.06276,0.1533,0.0122579373,0.292160004
569,12339,0.09520039874,14.6106,-65.7135,0.1600098,0.4608765,0.1972443,0.1456757,-62.043,0.02445,0.02283,0.5855454438,1.20649492,0.8651920512,0.8270168892,1.2531,0.9458,0.4766,0.6008,0.05802,0.1453,0.012306205,0.355015039
570,12353,0.1113042184,6.016846,-68.76038,0.1787598,0.09368896,-0.1390839,-0.004714966,-61.783,0.02506,0.0234,0.5926497802,1.209000293,1.018494942,0.9735248925,1.2476,0.9464,0.4778,0.6533,0.05291,0.1526,0.0121327089,0.16273503
571,12359,0.123653265,3.516846,-65.01038,0.07875977,0.718689,-0.09533386,-0.04846497,-60.516,0.02394,0.02234,0.6280147644,1.221471895,1.170057201,1.118233194,1.219,0.9517,0.4735,0.5207,0.07487,0.1562,0.0122976238,0.174000025
572,12393,0.1092627324,10.07935,-67.66663,0.09125977,0.515564,-0.1117401,0.1757538,-62.856,0.02487,0.02321,0.5636504058,1.198773548,0.9702372155,0.9275201984,1.2065,0.9551,0.4662,0.6333,0.05711,0.1557,0.0118052326,0.193374932
573,12399,0.0897787941,17.57935,-66.41663,0.1912598,0.140564,-0.06799011,0.1320038,-60.971,0.02598,0.02426,0.6151690986,1.21694182,0.8379323375,0.8008573421,1.1997,0.956,0.4672,0.7059,0.04224,0.1436,0.0120460438,0.213499993
574,12427,0.09262378832,7.969971,-61.84631,0.1256348,0.8241577,-0.1131073,0.0759491,-58.94,0.02674,0.02497,0.673849173,1.23763558,0.909447948,0.869017694,1.1214,0.9727,0.4477,0.6633,0.04919,0.1461,0.0120269423,0.185535029
575,12429,0.1010429254,0.4699707,-63.09631,0.02563477,0.4491577,-0.0693573,0.0321991,-62.107,0.02692,0.02513,0.5838044029,1.205880935,0.9177144599,0.877225774,1.1207,0.9724,0.4509,0.5957,0.06256,0.1548,0.0122307641,0.201334998
576,12439,0.1182959017,6.094971,-68.40881,0.05063477,0.3554077,0.0290802,-0.1099884,-64.403,0.02426,0.02265,0.5232548837,1.184527908,1.003240629,0.9592657333,1.2412,0.9481,0.4742,0.5882,0.06587,0.16,0.0121592702,0.225934938
577,12446,0.1401921907,12.34497,-69.03381,0.0006347656,0.9179077,-0.1240448,-0.0881134,-67.219,0.02548,0.02379,0.4535581348,1.159949073,1.077726127,1.030904783,1.2079,0.9546,0.4679,0.4643,0.09752,0.182,0.0123055093,0.151739955
578,12457,0.1191995077,4.532471,-69.81506,0.2881348,0.2147827,0.143924,0.1361053,-61.089,0.02719,0.02539,0.6118647225,1.215776518,1.110905477,1.061764777,1.3314,0.9288,0.5018,0.582,0.06255,0.1496,0.0123205287,0.330239862
579,12464,0.121002158,3.907471,-66.37756,0.01313477,0.8710327,-0.08576355,0.03766785,-65.545,0.0268,0.02502,0.4944259193,1.174361259,0.988984038,0.9457830546,1.1316,0.9704,0.4509,0.5019,0.0855,0.1716,0.012186652,0.193374947
580,12479,0.1120188165,10.15747,-69.50256,0.1631348,0.8085327,0.06736145,0.05954285,-63.382,0.0243,0.02268,0.5497342105,1.193865947,0.979701119,0.9366314786,1.237,0.9493,0.4715,0.632,0.05687,0.1546,0.0123203741,0.27384004
581,12503,0.08863868324,4.688721,-60.98694,0.1193848,0.5194702,0.1521271,0.09508972,-60.128,0.02628,0.02454,0.6391023365,1.225381971,0.8472330977,0.8096698534,1.1519,0.9657,0.4581,0.6008,0.05723,0.1433,0.0123009393,0.325375021
582,12563,0.08689735616,10.04028,-63.07678,0.2584473,0.1581421,0.1500763,-0.03684387,-59.492,0.02514,0.02347,0.6575511537,1.231888019,0.8426276036,0.8052160957,1.2004,0.9562,0.4654,0.6771,0.04491,0.1391,0.0120869372,0.296815008
583,12575,0.1049811909,8.790283,-68.70178,0.1084473,0.9706421,-0.09054871,0.02878113,-64.978,0.0271,0.0253,0.5086387507,1.17937347,0.8736394341,0.835409711,1.1305,0.9711,0.4467,0.6696,0.05337,0.1615,0.01219209,0.189440086
584,12613,0.09906051677,5.821533,-65.34241,0.03969727,0.05657959,0.1309357,0.0971405,-63.885,0.02555,0.02386,0.5366030157,1.189235179,0.8542117678,0.8167117319,1.1934,0.9574,0.4652,0.5544,0.06776,0.1521,0.0123137459,0.315734804
585,12651,0.1139568876,18.00903,-67.99866,0.02719727,0.2284546,0.1801544,-0.1270782,-64.226,0.02345,0.02189,0.5277963398,1.18612947,0.9710579692,0.9284722304,1.3445,0.9278,0.499,0.5582,0.06866,0.1554,0.0117522134,0.301500052
586,12687,0.108649309,7.618408,-62.80334,0.09282227,0.7948608,0.1350372,0.01921082,-60.21,0.02389,0.0223,0.6367486799,1.224551944,1.036028351,0.990107413,1.2288,0.949,0.4793,0.5069,0.07347,0.149,0.0122304857,0.301499933
587,12691,0.09966385273,5.743408,-67.49084,0.1178223,0.2636108,-0.05090027,0.1176483,-63.616,0.02611,0.02438,0.543604337,1.191704223,0.8660606632,0.828010584,1.1755,0.9614,0.4593,0.6708,0.05046,0.1533,0.0121207694,0.221760005
588,12705,0.09102354249,16.05591,-60.14709,0.08032227,0.9979858,0.1733185,0.1559296,-59.944,0.02612,0.02439,0.6444042628,1.227251716,0.8732835342,0.8345488947,1.1613,0.9638,0.4595,0.5319,0.06812,0.1455,0.0123190042,0.345015019
589,12715,0.08980260632,7.305908,-69.52209,0.2303223,0.5604858,-0.06730652,-0.08469543,-64.383,0.02779,0.02595,0.5237670341,1.184708519,0.7617795673,0.7283844499,1.1613,0.9646,0.4543,0.7384,0.03956,0.1513,0.0123174833,0.17781502
590,12731,0.1285518223,10.43091,-66.08459,0.005322266,0.8417358,-0.03449402,-0.05188293,-64.491,0.02461,0.02297,0.5210044575,1.183734286,1.087157334,1.039516515,1.2093,0.9537,0.4714,0.4593,0.09116,0.1686,0.012318003,0.201335058
591,12797,0.09092187666,11.83716,-62.10022,0.07407227,0.6620483,-0.09191589,0.1258514,-60.2,0.02686,0.02508,0.6370354105,1.224653061,0.866510755,0.8280987842,1.1195,0.9729,0.4486,0.6458,0.0523,0.1477,0.0119849369,0.201335058
592,12825,0.105343918,18.41919,-68.14514,0.157666,0.8192749,0.04104309,0.1870331,-61.874,0.02419,0.02258,0.5901575096,1.208121384,0.9605672238,0.9181655677,1.2366,0.9495,0.471,0.6471,0.0529,0.1499,0.0122002391,0.28294003
593,12849,0.1166959376,3.106689,-69.55139,0.07016602,0.2723999,0.05744934,0.006564331,-65.475,0.02484,0.02319,0.4961700815,1.174976345,0.9555927683,0.9138425838,1.2358,0.9496,0.4709,0.6008,0.06438,0.1613,0.0123012466,0.260415077
594,12867,0.0955198031,16.38794,-65.25452,0.08891602,0.1552124,2.74658e-05,0.113205,-61.581,0.02504,0.02338,0.59820443,1.210959162,0.878344856,0.8395422242,1.2027,0.9556,0.467,0.6621,0.04967,0.147,0.0122331064,0.251615047
595,12869,0.09782258357,13.88794,-69.00452,0.188916,0.5302124,-0.04372253,0.156955,-62.897,0.0255,0.02381,0.562558762,1.198388576,0.8671398758,0.8289654854,1.2111,0.9544,0.4662,0.7009,0.0448,0.1498,0.0120650483,0.230140045
596,12909,0.1129434815,9.825439,-67.59827,0.07641602,0.0770874,-0.03825378,-0.01257629,-62.364,0.02385,0.02227,0.5768433703,1.2034261,1.017228923,0.9723842668,1.259,0.9442,0.48,0.6145,0.05919,0.1535,0.0123149306,0.209415019
597,12937,0.1079655062,19.59106,-62.8717,0.04204102,0.8856812,0.004129028,-0.1287872,-61.018,0.02438,0.02276,0.6138516292,1.216477209,1.007303097,0.962741637,1.1793,0.9601,0.4636,0.5081,0.0753,0.1531,0.0121656451,0.209414959
598,12947,0.1075542011,13.96606,-68.1842,0.06704102,0.7919312,0.1244415,0.05715027,-65.718,0.02564,0.02394,0.490127854,1.172845529,0.8731206322,0.8350021033,1.1905,0.9587,0.4604,0.5332,0.07469,0.16,0.0122910095,0.301500022
599,12954,0.1099900046,7.716064,-68.8092,0.01704102,0.4794312,-0.02868347,0.07902527,-66.686,0.02668,0.02491,0.4663991646,1.164477513,0.8631340298,0.8255686237,1.1658,0.9636,0.4559,0.6208,0.06264,0.1652,0.0122332377,0.23014003
600,12961,0.1058868802,4.278564,-64.27795,0.129541,0.4638062,-0.001339722,0.04074402,-60.265,0.02419,0.02258,0.6351731498,1.223996327,1.008239086,0.9635552996,1.1941,0.9569,0.4675,0.6108,0.0578,0.1485,0.0123068569,0.238640055
601,12967,0.09286217217,6.778564,-60.52795,0.02954102,0.8388062,-0.04508972,0.08449402,-60.997,0.02854,0.02665,0.6144400694,1.216684725,0.8685799927,0.8301481556,1.0805,0.9812,0.442,0.5407,0.0702,0.1528,0.0121935681,0.22175996
602,12973,0.08862273137,15.52856,-69.90295,0.279541,0.6513062,0.06428528,-0.02488098,-63.541,0.02652,0.02476,0.545565009,1.192395662,0.7708793627,0.7370032495,1.2075,0.9552,0.4645,0.7397,0.038,0.146,0.0122596128,0.255999953
603,12998,0.107324459,4.434814,-68.41858,0.03579102,0.1747437,0.06701965,0.09269714,-65.928,0.02897,0.02705,0.484934257,1.171013987,0.8654604351,0.8276996257,1.1964,0.9573,0.4632,0.6133,0.06181,0.1598,0.0123164784,0.28294003
604,13007,0.1114046883,18.18481,-69.04358,0.08579102,0.6122437,-0.1298553,0.02707214,-63.32,0.02445,0.02283,0.5513645972,1.194440909,0.9737826784,0.9309651689,1.2327,0.9501,0.471,0.632,0.05747,0.1562,0.0120866988,0.170214981
605,13013,0.118137475,12.55981,-64.98108,0.01079102,0.7059937,0.09983215,-0.1151154,-63.493,0.02401,0.02241,0.5468218302,1.192838885,1.030422623,0.9851376145,1.2385,0.9474,0.4797,0.4931,0.08085,0.1595,0.0119894724,0.260415167
606,13041,0.09301002771,12.24731,-67.94983,0.273291,0.9403687,-0.0259491,-0.04402161,-61.14,0.02592,0.0242,0.6104399596,1.21527407,0.8652336463,0.8269665727,1.1949,0.9574,0.4637,0.7359,0.03832,0.1451,0.0123178801,0.209414959
607,13051,0.09179055023,0.9973145,-62.32483,0.02329102,0.5028687,0.0396759,0.1091034,-62.81,0.02902,0.0271,0.5648765865,1.199205966,0.8175540099,0.78155121,1.094,0.9783,0.4448,0.5932,0.06231,0.1532,0.012288685,0.269335091
608,13069,0.09167974317,4.083252,-68.12561,0.2498535,0.5634155,-0.09362488,-0.06247864,-62.898,0.02742,0.0256,0.5625321513,1.198379192,0.8136440132,0.7778235543,1.1597,0.9646,0.456,0.7334,0.03991,0.1497,0.012310436,0.170214921
609,13083,0.1171426445,10.95825,-68.43811,0.1248535,0.4071655,-0.01706238,-0.1390411,-61.867,0.02353,0.02197,0.5903490019,1.208188914,1.06924909,1.022050275,1.2749,0.9411,0.4838,0.6095,0.05987,0.1533,0.012183846,0.197339982
610,13085,0.1265546111,18.45825,-67.18811,0.02485352,0.7821655,-0.06081238,-0.09529114,-63.443,0.02361,0.02204,0.5481326775,1.19330116,1.103476261,1.05497414,1.2513,0.9456,0.4789,0.5181,0.07845,0.1628,0.0123086842,0.181660011
611,13109,0.09355046899,2.520752,-66.09436,0.1123535,0.3602905,-0.02253113,0.08517761,-63.66,0.02763,0.0258,0.5424558359,1.191299199,0.8121915956,0.776511504,1.1307,0.9706,0.4499,0.6783,0.04913,0.1527,0.0122348992,0.234375045
612,13121,0.1248919563,14.2395,-65.54749,0.03110352,0.618103,0.03489075,-0.06521301,-61.508,0.02283,0.02131,0.6002194455,1.211669765,1.151193463,1.100331439,1.2929,0.9364,0.4926,0.4981,0.07843,0.1563,0.012238021,0.23437506
613,13127,0.112442678,16.7395,-69.29749,0.1311035,0.243103,0.07864075,-0.108963,-62.567,0.02357,0.022,0.571378928,1.201499042,1.006131878,0.9618009332,1.3098,0.9352,0.4882,0.6245,0.05685,0.1514,0.012056266,0.251615047
614,13161,0.08824933461,9.552002,-66.64124,0.1436035,0.03997803,0.0622345,0.1043182,-63.742,0.02708,0.02528,0.5403189054,1.190545602,0.7639139189,0.7303629076,1.164,0.9641,0.4547,0.6971,0.04484,0.148,0.0123091452,0.282940149
615,13185,0.1000416405,1.036377,-66.91467,0.2279785,0.1688843,-0.04850769,-0.1486115,-61.854,0.02558,0.02388,0.5907047281,1.208314362,0.9143199176,0.8739561552,1.1858,0.9589,0.4636,0.6846,0.04711,0.1494,0.0122208614,0.177815005
616,13191,0.09162499215,8.536377,-68.16467,0.3279785,0.5438843,-0.00475769,-0.1048615,-61.57,0.026,0.02428,0.5985078017,1.211066147,0.8432349927,0.8059816005,1.2036,0.9557,0.4654,0.7322,0.03872,0.1446,0.0122303208,0.209415019
617,13201,0.1173082793,16.66138,-68.47717,0.002978516,0.4501343,-0.1031952,-0.00642395,-64.871,0.02451,0.02288,0.511342945,1.180327115,0.978203517,0.9353860487,1.236,0.9494,0.4721,0.5945,0.06588,0.1625,0.012227851,0.17781502
618,13247,0.09456567593,9.473877,-66.13342,0.01547852,0.2782593,-0.1086639,0.1302948,-64.611,0.02784,0.02599,0.5179436297,1.182654873,0.7965591827,0.7616627914,1.1295,0.971,0.4489,0.6546,0.05409,0.1566,0.011917185,0.193375036
619,13271,0.1019199631,15.56763,-64.64905,0.07172852,0.05169678,-0.02389832,0.1658417,-60.394,0.02396,0.02237,0.6314876567,1.222696624,0.966072217,0.9232703485,1.2369,0.9483,0.4765,0.6233,0.05531,0.1468,0.0120995622,0.242935061
620,13275,0.08996753829,4.317627,-69.02405,0.3217285,0.8641968,0.08547668,-0.07478333,-63.535,0.02699,0.0252,0.5457220265,1.192451034,0.783607827,0.7491714397,1.1776,0.9611,0.4591,0.7409,0.03822,0.1475,0.012128192,0.260414988
621,13283,0.1013037661,2.755127,-66.6803,0.03422852,0.06732178,0.1456329,0.1494354,-65.345,0.02962,0.02766,0.4994170341,1.176121395,0.8335929549,0.7971550854,1.1926,0.9577,0.4641,0.597,0.06289,0.1561,0.0123206377,0.330239952
622,13285,0.1110429914,5.255127,-67.9303,0.1342285,0.6923218,0.1893829,0.1931854,-63.82,0.02779,0.02595,0.5382903746,1.189830233,0.9590532967,0.9169406262,1.2571,0.9448,0.4787,0.572,0.06628,0.1549,0.0123206675,0.365134984
623,13351,0.1205888092,1.378174,-64.9176,0.02368164,0.4574585,0.06616516,-0.1053741,-62.479,0.02603,0.0243,0.5737440984,1.202333129,1.083729976,1.035965705,1.2373,0.9479,0.4781,0.4919,0.07997,0.1574,0.0120932246,0.242934883
624,13371,0.08583289766,4.503174,-65.2301,0.1986816,0.9887085,-0.1416473,0.05868835,-61.449,0.02997,0.02799,0.6018510054,1.212245141,0.7929972578,0.7579486049,1.1063,0.976,0.4432,0.7509,0.03709,0.1489,0.0119664278,0.17021504
625,13373,0.1051342215,7.003174,-68.9801,0.09868164,0.3637085,-0.09789734,0.1024384,-64.576,0.02594,0.02422,0.5188354287,1.182969369,0.8864651261,0.8476278724,1.1884,0.9589,0.4612,0.6608,0.05346,0.1576,0.0120168692,0.197340041
626,13385,0.1140907168,16.22192,-69.68323,0.1674316,0.621521,0.1946808,-0.09170227,-62.701,0.0234,0.02184,0.5677880774,1.200232715,1.017289487,0.9724838071,1.3471,0.9274,0.4989,0.5544,0.06737,0.1512,0.0118234195,0.310959995
627,13407,0.09408766823,9.346924,-69.99573,0.2924316,0.402771,0.09624329,-0.01513977,-63.844,0.02581,0.0241,0.537667024,1.189610406,0.8115383036,0.7759069506,1.2226,0.9525,0.4666,0.7209,0.04127,0.1479,0.0122307185,0.273839951
628,13415,0.0971944928,7.784424,-67.02698,0.1549316,0.668396,0.1126495,0.04501648,-63.55,0.02583,0.02411,0.5453295283,1.192312618,0.846317153,0.8091274417,1.1767,0.9614,0.4583,0.6646,0.05058,0.1508,0.0122896191,0.292159945
629,13416,0.1113673452,16.53442,-68.90198,0.004931641,0.730896,0.003274536,0.06689148,-67.864,0.02743,0.02561,0.4382228697,1.154541031,0.8351431196,0.7989395738,1.149,0.9672,0.4512,0.592,0.06934,0.17,0.0122904647,0.242935002
630,13455,0.1014078287,1.612549,-66.59729,0.2643066,0.5394897,-0.1266083,-0.07666321,-60.411,0.02598,0.02426,0.6310029961,1.222525706,0.9618513405,0.9192354421,1.1869,0.9586,0.4647,0.6909,0.0458,0.1482,0.0122914407,0.151740074
631,13483,0.1252404469,3.175049,-61.12854,0.001806641,0.8051147,0.196048,-0.01650696,-60.948,0.02664,0.02487,0.6158144563,1.217169408,1.173100232,1.121191219,1.2891,0.9356,0.4983,0.4731,0.08278,0.1571,0.0120400423,0.32054019
632,13485,0.1056221245,5.675049,-64.87854,0.1018066,0.4301147,0.152298,-0.06025696,-62.0,0.02416,0.02256,0.5867169106,1.206908043,0.9617374911,0.9192983033,1.2302,0.9494,0.4761,0.5757,0.06366,0.15,0.012020289,0.292160064
633,13489,0.09818945447,7.550049,-65.19104,0.07680664,0.8988647,-0.05551453,0.1913055,-63.438,0.02779,0.02595,0.5482638555,1.193347421,0.8580024345,0.8202856709,1.1009,0.9772,0.442,0.6308,0.05804,0.1572,0.011964757,0.225934952
634,13507,0.1148775575,11.7688,-69.64417,0.05805664,0.5160522,0.1112823,-0.04658508,-65.891,0.02465,0.02301,0.4858474459,1.171336026,0.9269966354,0.8865493397,1.248,0.9473,0.4732,0.5945,0.06536,0.1612,0.0121424347,0.273840129
635,13525,0.09466704997,3.643799,-69.95667,0.3830566,0.4848022,0.1878448,-0.1450226,-63.92,0.02554,0.02384,0.5356955946,1.188915174,0.8148981818,0.7791277679,1.2368,0.9495,0.4709,0.7009,0.04399,0.1471,0.0116785383,0.306214958
636,13529,0.1021586767,17.3938,-64.33167,0.03305664,0.6723022,-0.1402802,0.1393524,-61.975,0.02557,0.02387,0.5873986275,1.207148453,0.9283515889,0.887381109,1.1562,0.9651,0.4571,0.602,0.0612,0.1538,0.0117728198,0.174000055
637,13549,0.09645905296,4.581299,-66.98792,0.07055664,0.6879272,0.0292511,0.1776337,-65.661,0.02895,0.02703,0.4915420199,1.173344241,0.7851983667,0.7509105588,1.1092,0.9754,0.4434,0.6583,0.05442,0.1593,0.0121928584,0.27384004
638,13591,0.09566134061,18.91724,-67.86682,0.1439941,0.4398804,0.1352081,0.1154266,-63.446,0.02514,0.02347,0.5480539788,1.193273407,0.8345461464,0.7978637544,1.2324,0.9503,0.4699,0.612,0.05754,0.1483,0.0123186158,0.320540011
639,13639,0.08865509052,6.885986,-64.3512,0.2502441,0.9633179,0.1652863,-0.144339,-60.723,0.02586,0.02414,0.622150011,1.219403666,0.834604144,0.7976541302,1.1689,0.9626,0.4586,0.6871,0.04458,0.1425,0.0117377983,0.296815068
640,13643,0.1092260032,13.13599,-69.9762,0.1002441,0.1508179,-0.1190887,0.140036,-63.865,0.0246,0.02296,0.5371219053,1.189418168,0.9404345398,0.8991477646,1.253,0.9461,0.4753,0.6546,0.05387,0.156,0.0118561294,0.185534969
641,13669,0.1261043818,0.3234863,-67.31995,0.1127441,0.07269287,-0.091745,0.003317261,-60.909,0.02388,0.0223,0.6169097198,1.217555657,1.181230184,1.12896159,1.2745,0.9405,0.4865,0.5757,0.06582,0.1551,0.0122343963,0.185534999
642,13716,0.1100399955,9.620361,-69.70276,0.07836914,0.8578491,-0.1450653,0.05116882,-66.0,0.02708,0.02529,0.4831595247,1.17038812,0.8842328481,0.845663159,1.1453,0.9681,0.4496,0.6421,0.05951,0.1663,0.0119725252,0.166460037
