percentile,tr_ae,tr_se,tr_ape,va_ae,va_se,va_ape,te_ae,te_se,te_ape
81,9.259531e-03,8.573892e-05,1.355226e+00,1.248264e-02,1.558164e-04,1.852457e+00,1.288011e-02,1.658974e-04,1.827593e+00
82,9.519789e-03,9.062639e-05,1.382813e+00,1.274460e-02,1.624249e-04,1.891755e+00,1.310310e-02,1.716913e-04,1.880435e+00
83,9.717705e-03,9.443380e-05,1.421063e+00,1.307751e-02,1.710212e-04,1.931120e+00,1.350494e-02,1.823836e-04,1.935900e+00
84,9.984245e-03,9.968516e-05,1.455484e+00,1.348336e-02,1.818011e-04,1.972603e+00,1.388016e-02,1.926588e-04,1.978633e+00
85,1.023531e-02,1.047616e-04,1.497029e+00,1.377776e-02,1.898266e-04,2.019632e+00,1.428053e-02,2.039338e-04,2.017418e+00
86,1.051454e-02,1.105555e-04,1.549179e+00,1.408531e-02,1.983960e-04,2.070078e+00,1.460886e-02,2.134190e-04,2.057512e+00
87,1.085889e-02,1.179155e-04,1.590087e+00,1.448316e-02,2.097620e-04,2.121144e+00,1.496358e-02,2.239087e-04,2.109944e+00
88,1.115978e-02,1.245406e-04,1.647605e+00,1.525968e-02,2.328577e-04,2.203626e+00,1.534940e-02,2.356043e-04,2.174655e+00
89,1.145757e-02,1.312760e-04,1.694327e+00,1.565672e-02,2.451331e-04,2.284368e+00,1.574204e-02,2.478117e-04,2.235780e+00
90,1.180519e-02,1.393625e-04,1.747245e+00,1.605188e-02,2.576627e-04,2.373330e+00,1.637425e-02,2.681162e-04,2.307519e+00
91,1.225540e-02,1.501949e-04,1.807806e+00,1.691777e-02,2.862110e-04,2.486910e+00,1.683910e-02,2.835554e-04,2.380418e+00
92,1.273365e-02,1.621458e-04,1.878993e+00,1.814937e-02,3.293996e-04,2.583062e+00,1.769799e-02,3.132190e-04,2.450053e+00
93,1.339483e-02,1.794215e-04,1.949341e+00,1.914606e-02,3.665727e-04,2.676069e+00,1.857550e-02,3.450493e-04,2.537554e+00
94,1.392093e-02,1.937922e-04,2.023617e+00,1.987783e-02,3.951281e-04,2.791308e+00,1.958684e-02,3.836447e-04,2.697839e+00
95,1.462311e-02,2.138356e-04,2.137106e+00,2.068720e-02,4.279622e-04,2.943063e+00,2.090632e-02,4.370850e-04,2.951048e+00
96,1.560677e-02,2.435714e-04,2.270155e+00,2.181562e-02,4.759218e-04,3.200146e+00,2.318237e-02,5.374238e-04,3.244782e+00
97,1.690726e-02,2.858554e-04,2.426357e+00,2.320762e-02,5.385946e-04,3.446682e+00,2.514281e-02,6.321608e-04,3.576835e+00
98,1.850738e-02,3.425232e-04,2.704962e+00,2.623206e-02,6.881218e-04,3.888420e+00,2.941661e-02,8.653501e-04,4.158571e+00
99,2.096394e-02,4.394867e-04,3.105256e+00,3.210590e-02,1.030831e-03,4.551945e+00,3.664739e-02,1.343065e-03,5.131357e+00
100,4.594487e-02,2.110931e-03,5.935924e+00,6.451190e-02,4.161784e-03,8.952910e+00,8.200675e-02,6.725107e-03,1.269231e+01
