percentile,tr_ae,tr_se,tr_ape,va_ae,va_se,va_ape,te_ae,te_se,te_ape
66,2.360852e-01,5.573623e-02,1.926102e+00,2.766563e-01,7.653906e-02,2.208262e+00,2.554765e-01,6.526823e-02,2.388224e+00
67,2.416441e-01,5.839185e-02,1.976966e+00,2.819285e-01,7.948374e-02,2.281999e+00,2.621106e-01,6.870207e-02,2.448141e+00
68,2.467226e-01,6.087204e-02,2.016665e+00,2.896812e-01,8.391520e-02,2.337789e+00,2.676256e-01,7.162356e-02,2.509761e+00
69,2.520483e-01,6.352838e-02,2.066527e+00,2.958060e-01,8.750128e-02,2.375857e+00,2.752569e-01,7.576635e-02,2.557325e+00
70,2.579723e-01,6.654973e-02,2.120596e+00,3.042885e-01,9.259227e-02,2.423652e+00,2.797263e-01,7.824681e-02,2.627838e+00
71,2.639357e-01,6.966206e-02,2.178739e+00,3.115088e-01,9.703788e-02,2.499416e+00,2.838327e-01,8.056099e-02,2.688240e+00
72,2.696990e-01,7.273756e-02,2.225318e+00,3.190862e-01,1.018162e-01,2.571831e+00,2.869876e-01,8.236189e-02,2.765457e+00
73,2.761546e-01,7.626138e-02,2.275861e+00,3.274393e-01,1.072165e-01,2.611354e+00,2.924105e-01,8.550390e-02,2.826749e+00
74,2.818331e-01,7.942990e-02,2.341094e+00,3.372019e-01,1.137052e-01,2.687560e+00,2.984754e-01,8.908756e-02,2.866805e+00
75,2.865124e-01,8.208934e-02,2.381809e+00,3.433113e-01,1.178627e-01,2.749222e+00,3.054943e-01,9.332678e-02,2.913068e+00
76,2.933335e-01,8.604455e-02,2.454003e+00,3.482992e-01,1.213124e-01,2.805783e+00,3.097209e-01,9.592702e-02,2.999618e+00
77,3.007947e-01,9.047743e-02,2.530722e+00,3.537293e-01,1.251244e-01,2.881868e+00,3.193417e-01,1.019791e-01,3.088362e+00
78,3.067542e-01,9.409811e-02,2.596591e+00,3.588102e-01,1.287448e-01,2.942157e+00,3.298801e-01,1.088212e-01,3.169113e+00
79,3.145082e-01,9.891541e-02,2.668553e+00,3.649647e-01,1.331993e-01,3.021433e+00,3.381776e-01,1.143641e-01,3.290821e+00
80,3.231632e-01,1.044345e-01,2.743153e+00,3.753658e-01,1.409008e-01,3.076238e+00,3.455029e-01,1.193724e-01,3.403560e+00
81,3.294818e-01,1.085583e-01,2.830123e+00,3.844625e-01,1.478114e-01,3.171315e+00,3.546545e-01,1.257798e-01,3.518174e+00
82,3.372787e-01,1.137569e-01,2.916992e+00,3.935812e-01,1.549061e-01,3.319087e+00,3.672767e-01,1.348922e-01,3.625374e+00
83,3.468808e-01,1.203263e-01,3.031000e+00,4.055893e-01,1.645027e-01,3.385947e+00,3.754815e-01,1.409864e-01,3.740257e+00
84,3.568944e-01,1.273736e-01,3.125331e+00,4.118105e-01,1.695879e-01,3.552767e+00,3.845815e-01,1.479032e-01,3.836397e+00
85,3.649930e-01,1.332199e-01,3.220398e+00,4.230978e-01,1.790128e-01,3.656721e+00,3.939722e-01,1.552142e-01,3.962115e+00
86,3.782826e-01,1.430977e-01,3.314004e+00,4.370875e-01,1.910455e-01,3.824623e+00,4.096347e-01,1.678006e-01,4.137721e+00
