#CASE,DOF_ALFAIN_BC_,DOF_PITCH_BC_,DOF_RE2IS_BC_,DOF_MA2IS_BC_,DOF_ARATIO_BC_,DOF_BETA1_G0_,DOF_BETA2_G0_,DOF_W1_G0_,DOF_W2_G0_,DOF_RTE_G1_,DOF_TMAXU_G1_,DOF_TMAXL_G1_,DOF_TMOVXU_G1_,DOF_TMOVXL_G1_,DOF_TUCP2_G2_,DOF_TUCP3_G2_,DOF_SUCP3_G2_,DOF_TUCP5_G2_,DOF_SUCP5_G2_,DOF_TLCP5_G2_,DOF_SLCP5_G2_,OF_alfa_ex_FL_OP_01,OF_Cpt_FL_OP_01,OF_CSI_FL_OP_01,OF_phi_FL_OP_01,OF_psi_FL_OP_01,OF_Zwc_FL_OP_01,OF_DFss_mis_LO_OP_01,OF_Ds_cp_LO_OP_01,OF_Tmax_GM_OP_01,OF_X_Tmax_GM_OP_01,OF_Wedge_TE_GM_OP_01,OF_UGT_GM_OP_01,OF_Area_GM_OP_01
214627,28.49,0.110206652,108920.0,0.4412,0.9927917,22.879638,-62.1976314,0.05849609,0.09216309,0.00114386,0.02323657,0.01467865,0.1404846,0.1948303,0.3671338,0.6412378,0.1208252,0.6227417,0.7045593,0.402417,0.6601257,-62.354,0.0918,0.0855,0.7318719831,1.794417376,1.076850345,1.3794,2.2043,0.0325408019,0.401500076,31.67796517,24.742775,0.00302447798
214630,28.646,0.06286373026,208190.0,0.63651,1.112323,14.91089,-67.338261,0.6959961,0.9827881,0.001895422,0.01308032,0.006748962,-0.1493591,0.09092407,0.4077588,0.9559253,0.1714502,0.3649292,0.7006531,0.418042,0.6405945,-62.727,0.06739,0.05808,0.717644779,1.784040793,0.6643031968,1.1256,1.5082,0.0173691455,0.159040034,5.09562719,23.3447857,0.00139365392
214633,25.287,0.05388918464,135150.0,0.46854,1.17912,13.73902,-63.611691,0.1397461,0.3187256,0.001966516,0.006377197,0.01153412,0.07212524,0.1920959,0.3593213,0.828269,0.1292627,0.3532104,0.5776062,0.4821045,0.5097351,-64.434,0.09489,0.08761,0.6180763351,1.583983583,0.5975653714,0.9982,-0.0127,0.0156751983,0.320539922,4.671264295,10.754324,0.00133705593
214635,20.443,0.09678034539,168070.0,0.78885,1.200214,7.02027,-64.314821,0.07724609,0.4593506,0.001011829,0.01003345,0.01235443,-0.08646851,-0.0430603,0.4311963,0.7035815,0.1723877,0.5797729,0.6362,0.5414795,0.6542664,-64.803,0.04074,0.0324,0.5705659306,1.425358265,0.9125851731,1.2601,1.304,0.0196019541,0.217615008,11.20071316,16.460762,0.00174905034
214639,26.342,0.09774009,244470.0,0.48612,0.9910339,3.38745,-70.006226,0.6428711,0.7679443,0.001392688,0.02272876,0.01789154,0.1336487,-0.01161499,0.311665,0.8356909,0.1681689,0.2926636,0.5844421,0.4766357,0.6493835,-64.272,0.03571,0.0326,0.6328683904,1.626720969,0.8670691174,1.339,1.2943,0.0349612795,0.320540011,15.49857283,21.7017441,0.00281352084
214640,27.904,0.0850868211,167540.0,0.78299,1.173846,33.699948,-67.287476,0.2678711,0.4241943,0.001108313,0.01216626,0.01734467,0.1883362,0.02119751,0.355415,0.6338159,0.1269189,0.3395386,0.5453796,0.5078857,0.688446,-62.12,0.04771,0.03812,0.734913437,1.778364655,0.92304559,1.3496,1.218,0.0244855601,0.340059906,15.38603643,24.1498604,0.00197847397
214642,20.17,0.09882404413,201660.0,0.46659,1.100018,0.02808,-61.170286,0.6866211,0.7288818,0.0007731567,0.02780688,0.01556732,0.09263306,0.1715881,0.4507275,0.7495972,0.1147314,0.4840698,0.7192078,0.4375732,0.5888367,-62.388,0.05626,0.05181,0.6474527653,1.475662823,1.029707983,1.3361,1.8323,0.037741866,0.335135043,31.81294159,19.7839756,0.00320445234
214643,27.67,0.1204338922,248870.0,0.84159,0.9875183,37.528078,-67.920286,0.08662109,0.9788818,0.001748157,0.02130688,0.01994232,0.005133057,0.08408813,0.3007275,0.6545972,0.1447314,0.3590698,0.5317078,0.4875732,0.5263367,-63.651,0.04095,0.03163,0.6690514407,1.701626216,0.9325357024,1.4044,2.0227,0.035067413,0.269335091,12.85367679,21.7901402,0.0028696938
214644,21.42,0.08031232388,177700.0,0.65409,1.043768,26.278078,-71.04529,0.3866211,0.6038818,0.001260657,0.01805688,0.009004822,-0.1261169,-0.04716187,0.3257275,0.7970972,0.1297314,0.2965698,0.6254578,0.4625732,0.7450867,-63.455,0.04345,0.03702,0.621329274,1.487493017,0.7037961634,1.228,2.1015,0.0234201923,0.159039974,8.88081884,26.3114281,0.00180995406
214645,24.857,0.07697515806,88700.0,0.70096,0.9734558,5.96558,-65.764036,0.3616211,0.01013184,0.001545032,0.01886938,0.008457947,-0.07142944,0.1606506,0.4069775,0.8327222,0.08098145,0.3121948,0.5707703,0.5063232,0.6747742,-62.209,0.05712,0.04769,0.6972924628,1.646073075,0.6501735963,1.1278,1.1421,0.0231583975,0.189439982,8.79709339,16.1496506,0.00190996262
214648,29.076,0.08070059521,185170.0,0.4744,1.3883,19.559328,-57.717166,0.04912109,0.4945068,0.001890344,0.01440063,0.01201263,0.1527893,-0.06356812,0.4538525,0.8267847,0.1428564,0.3981323,0.504364,0.4594482,0.6708679,-63.613,0.06508,0.05982,0.6851235387,1.761918134,1.233834119,1.5111,1.1696,0.0224876329,0.301500022,8.94595099,6.42081118,0.0018815014
214650,25.018,0.0540321279,196730.0,0.7681,1.075189,2.20093,-64.177616,0.5713867,0.7449951,0.0007433228,0.01113794,0.003903503,0.05691528,0.1789368,0.3629346,0.9783765,0.1329541,0.305603,0.683197,0.5187256,0.684906,-63.125,0.0472,0.03801,0.6637678034,1.619547838,0.494535056,1.0938,1.2085,0.0138704283,0.269334942,6.59761048,12.4579878,0.00111702562
214651,21.268,0.1059243828,80340.0,0.7056,1.243939,3.45093,-60.8026158,0.4713867,0.1199951,0.001880823,0.02088794,0.010466,0.1006653,0.1351868,0.2879346,0.8358765,0.1779541,0.743103,0.589447,0.4937256,0.653656,-62.503,0.10172,0.08538,0.6527469324,1.508151012,1.188048763,1.4026,1.7765,0.0283946395,0.365134895,22.69956634,23.426178,0.00244156015
214652,20.331,0.134495139,192820.0,0.50248,0.9767517,21.2634272,-75.02137,0.2463867,0.4637451,0.001271448,0.01845044,0.01210663,0.1334778,-0.1382507,0.2816846,0.9190015,0.1142041,0.258728,0.5972595,0.4749756,0.5052185,-63.083,0.03399,0.03084,0.6253390134,1.463409279,1.154657791,1.4938,2.091,0.0257100426,0.24725993,7.43100119,38.205658,0.0022570421
214653,22.987,0.07169986068,166280.0,0.44779,1.19472,10.79468,-67.505736,0.6088867,0.3543701,0.001413635,0.02129419,0.01566132,-0.02511597,0.03128052,0.3910596,0.936814,0.1535791,0.3759155,0.5621033,0.5093506,0.7278748,-64.735,0.06101,0.05657,0.5900894408,1.500640223,0.7857375327,1.4563,1.2897,0.0335139744,0.221760049,17.95691825,18.8687248,0.00256212126
214655,29.862,0.1093686069,225840.0,0.60404,1.110345,25.169677,-73.443236,0.6588867,0.9168701,0.0008448853,0.02616919,0.01019257,0.128009,0.09690552,0.4535596,0.960564,0.1610791,0.7196655,0.5152283,0.4468506,0.6184998,-64.874,0.10848,0.09535,0.6418037325,1.736974647,1.082743533,1.3463,2.0733,0.0340054147,0.335134983,24.81210947,36.9262352,0.00300237909
214656,23.925,0.09235852395,91360.0,0.74467,1.011908,32.982177,-62.474486,0.08388672,0.1981201,0.0008042603,0.01723169,0.006364441,-0.1016785,-0.02340698,0.3848096,0.853689,0.0823291,0.6102905,0.5074158,0.5281006,0.6106873,-60.382,0.0455,0.03708,0.7602422,1.674579813,0.8311475519,1.3417,2.0947,0.0211975761,0.170215026,10.49831796,19.304224,0.00173759717
214657,20.096,0.1134553142,84570.0,0.64701,1.008392,-3.03344,-71.122926,0.6401367,0.04968262,0.001119104,0.01865356,0.005133972,0.06511841,0.05042114,0.4207471,0.6250952,0.1038916,0.5516968,0.6109314,0.5390381,0.7376404,-63.849,0.05801,0.04969,0.5985176707,1.437957971,0.9434000446,1.3592,2.1407,0.0201251376,0.325374991,13.59293387,30.1547775,0.00192051788
214659,29.823,0.1054756089,149440.0,0.66068,1.076947,24.349367,-73.05652,0.3307617,0.4285889,0.001794495,0.01083325,0.007389832,0.04187622,-0.005633545,0.3152783,0.7839233,0.1531104,0.6083374,0.5591736,0.3929443,0.6311951,-62.723,0.05395,0.04589,0.7319917239,1.83921184,1.066122113,1.3397,2.1273,0.0159011837,0.27837497,6.22954965,34.77668,0.00141166092
214660,22.323,0.0564865603,101770.0,0.53568,0.964447,6.84937,-69.806521,0.5307617,0.1785889,0.0008194946,0.004333252,0.003014832,-0.04562378,-0.09313354,0.4652783,0.6889233,0.1231104,0.7333374,0.7466736,0.5429443,0.6936951,-64.462,0.05096,0.04573,0.5943991346,1.488119279,0.4601926492,1.1012,1.4106,0.00640815962,0.251614958,4.85241401,19.5916557,0.000632109877
214661,21.229,0.1079252288,229370.0,0.66849,1.027728,2.63062,-72.38464,0.6182617,0.8817139,0.001733557,0.0177395,0.009850769,-0.07296753,0.1201477,0.4309033,0.6711108,0.1924854,0.2880249,0.6255798,0.3523193,0.5726013,-62.344,0.03967,0.03355,0.6579719198,1.511187393,0.9607973968,1.2641,1.899,0.0228542555,0.230139986,5.57475424,29.5873508,0.00184585562
214665,24.589,0.09281920128,172190.0,0.46927,1.23515,-4.32251,-67.361211,0.5245117,0.4832764,0.001723401,0.009817627,0.01791718,0.03914185,-0.06305542,0.4480908,0.8997046,0.1952979,0.3388062,0.674408,0.5101318,0.7151794,-62.25,0.10366,0.09576,0.6929604353,1.634202293,1.18124068,1.4564,1.0619,0.0245274007,0.255999982,12.34226485,21.8422718,0.00208725315
214666,20.839,0.1239494583,147510.0,0.78178,0.9539001,16.927487,-68.986211,0.2245117,0.6082764,0.001885901,0.01956763,0.01572968,-0.004608154,-0.01930542,0.3730908,0.9472046,0.1502979,0.5263062,0.643158,0.4351318,0.6839294,-60.428,0.08447,0.06804,0.7237567863,1.550986582,0.9985980136,1.452,2.2049,0.0322679132,0.23014009,16.33862543,29.7841892,0.00279392861
214670,22.87,0.0837447613,97380.0,0.75834,1.171869,24.583737,-70.501831,0.4120117,0.9364014,0.001499963,0.01428638,0.007253113,0.0555481,0.1064758,0.3074658,0.6087671,0.1296729,0.2528687,0.5689392,0.3757568,0.7112732,-63.175,0.0584,0.04738,0.6427894491,1.542256726,0.8378256619,1.2354,2.0147,0.017720256,0.301500082,4.62297798,26.6194382,0.00139123143
214671,29.12,0.1110124951,168990.0,0.69584,1.228119,25.833737,-73.87683,0.5120117,0.3114014,0.001337463,0.01753638,0.005065613,0.0992981,0.06272583,0.3324658,0.7512671,0.1746729,0.6903687,0.6626892,0.4007568,0.7425232,-63.51,0.16225,0.13822,0.6898852115,1.768601326,1.285336207,1.3861,1.9453,0.0198360048,0.375374973,17.27442571,40.5825653,0.00187215721
214672,29.432,0.09000256942,234030.0,0.80521,1.129681,17.39624,-69.158081,0.7370117,0.09265137,0.001946838,0.01347388,0.01873749,0.1539856,0.1830383,0.4012158,0.8818921,0.1859229,0.3309937,0.5455017,0.4195068,0.6097107,-60.066,0.06127,0.04851,0.8529071353,1.962432529,0.9900056026,1.336,0.9384,0.0286504515,0.365134954,12.58406519,27.6909618,0.00217185426
214676,25.546,0.1178910372,143130.0,0.69877,1.153412,-0.94361,-66.636593,0.6729492,0.8875732,0.001649768,0.02205591,0.0197287,0.09314575,0.01692505,0.3516064,0.8559155,0.1463135,0.4413452,0.6221619,0.3909912,0.6287537,-62.141,0.05663,0.04733,0.7072223395,1.67604998,1.268538467,1.4541,1.3155,0.036730092,0.28293997,18.20824859,27.4032784,0.00295601785
214677,29.608,0.1182358269,243990.0,0.46439,1.026849,16.86889,-71.60534,0.3979492,0.3563232,0.0007966431,0.02449341,0.003869324,-0.07091675,0.005987549,0.3078564,0.7252905,0.1725635,0.2694702,0.7080994,0.4597412,0.6053162,-62.693,0.03321,0.03055,0.7306629524,1.830418561,1.206028751,1.3329,2.0994,0.0239361245,0.213499933,8.8962425,31.526556,0.00194788282
214679,24.686,0.08396796897,138190.0,0.8433,1.086615,11.00952,-60.410033,0.01669922,0.9110107,0.001070862,0.007227783,0.005099792,-0.07911987,-0.1279968,0.4781689,0.8766968,0.143501,0.531189,0.530365,0.4831787,0.5369568,-62.664,0.04781,0.03695,0.6780448693,1.623330182,0.7581443947,1.0353,0.1526,0.0110670254,0.162734956,3.14681554,6.290802,0.000963117112
214681,21.249,0.08567393697,66040.0,0.42142,1.016302,16.322022,-61.6912833,0.4916992,0.2547607,0.001436487,0.02916528,0.004552917,-0.1338074,-0.1389343,0.4219189,0.6748218,0.124751,0.609314,0.6006775,0.5019287,0.6228943,-62.096,0.05956,0.05568,0.666891675,1.518653179,0.8153710683,1.2541,2.2473,0.0289937872,0.17781499,16.89160832,18.3495579,0.00242364965
214682,29.374,0.0962987242,168170.0,0.51517,1.044427,6.94702,-73.37878,0.6416992,0.1922607,0.001030237,0.01129028,0.01002167,0.1505676,0.1891907,0.4094189,0.9360718,0.102251,0.640564,0.5225525,0.3894287,0.5447693,-64.216,0.03973,0.0359,0.6634814784,1.746912061,0.9367504165,1.2898,2.2375,0.0194362514,0.340060145,10.70086026,31.1420822,0.00170926051
214683,20.624,0.09034283158,242220.0,0.57767,0.9881775,-6.80298,-65.003783,0.5416992,0.3172607,0.001842737,0.01454028,0.01658417,0.1068176,-0.1170593,0.3844189,0.6985718,0.177251,0.703064,0.6788025,0.3644287,0.7010193,-63.704,0.04529,0.03992,0.6070360963,1.456920226,0.7544332105,1.2859,2.153,0.0246403068,0.310960263,18.21764656,21.0813885,0.0023328308
214684,29.843,0.06787226245,174040.0,0.41361,1.065521,18.04077,-63.61316328,0.1541992,0.8016357,0.001416174,0.009259033,0.005920105,0.1122864,0.07434692,0.3500439,0.7520093,0.100376,0.2890015,0.7139587,0.5425537,0.6736755,-62.782,0.05139,0.04814,0.7296157733,1.83716475,0.7412334079,1.0492,0.3536,0.0131238233,0.310959995,4.95282245,12.1889334,0.0011752249
214685,29.53,0.06712149686,72970.0,0.42924,1.192084,3.97827,-55.519413,0.2291992,0.5203857,0.001294299,0.01657153,0.00537323,-0.008026123,0.1509094,0.4187939,0.9063843,0.149126,0.5233765,0.6280212,0.3988037,0.634613,-61.336,0.06603,0.06161,0.7918905002,1.897155214,0.9060353329,1.2662,0.6087,0.0198833644,0.247259915,10.44614077,6.4347105,0.00162045867
214686,26.405,0.06366796111,85020.0,0.46049,1.163959,33.353272,-66.331913,0.1791992,0.3328857,0.001050549,0.008446533,0.00646698,0.05759888,-0.1334656,0.4312939,0.7876343,0.111626,0.3046265,0.5186462,0.4863037,0.743988,-63.623,0.05172,0.04772,0.6578921533,1.653304127,0.7264147783,1.0813,0.8141,0.0127985058,0.23864001,4.58369959,17.4939919,0.00104044424
214688,25.155,0.06306250215,61390.0,0.77299,0.9952087,-2.89673,-68.206913,0.4791992,0.4578857,0.0008880493,0.01169653,0.01740448,-0.07365112,0.08528442,0.3062939,0.8351343,0.126626,0.4921265,0.6123962,0.4113037,0.587738,-64.992,0.07211,0.05821,0.5973287197,1.561017496,0.4866337869,1.1519,1.5954,0.0253415499,0.242935017,12.08503532,14.6209517,0.00207510358
214689,27.928,0.1162029149,66670.0,0.50541,1.232513,14.72046,-56.367068,0.1385742,0.6414795,0.0009439087,0.02764185,0.003254089,0.09998169,-0.009051514,0.4617627,0.9405249,0.1974072,0.7011108,0.5137634,0.3948975,0.6844177,-62.908,0.06334,0.05757,0.7018796115,1.744130799,1.483974794,1.6401,2.3491,0.0289468355,0.340060115,20.10394005,16.4618683,0.00248682243
214690,29.335,0.07425327674,217760.0,0.88822,1.183295,19.25171,-63.163938,0.2010742,0.4071045,0.001898596,0.0150481,0.009543152,0.1163879,0.04016724,0.4336377,0.9583374,0.1167822,0.2557983,0.6114197,0.5105225,0.547699,-64.657,0.0675,0.05108,0.6453960146,1.725395871,0.7044963673,1.0739,0.6393,0.0225633401,0.2738401,5.82232928,12.3491316,0.00180696568
214693,24.569,0.1012337348,105580.0,0.59525,0.9969666,19.798582,-72.68738,0.3573242,0.508667,0.001015002,0.01403247,0.01323456,0.06990356,0.02649536,0.4320752,0.8959937,0.09709473,0.4003296,0.5469666,0.54021,0.7410583,-61.53,0.04496,0.03934,0.7210370049,1.659289478,0.9397779556,1.314,2.12,0.0245955456,0.260415047,15.26753378,29.7398891,0.0021006437
214695,25.663,0.1151825883,187250.0,0.61869,1.172748,14.01733,-71.3905,0.6948242,0.05554199,0.0008728149,0.02093872,0.01460175,-0.1215027,-0.08834839,0.3164502,0.8188062,0.1177197,0.7050171,0.6368103,0.505835,0.5574646,-61.468,0.09762,0.08515,0.7359174927,1.70717609,1.343291848,1.5364,1.1007,0.031950824,0.174000084,20.28295711,36.019558,0.00263443217
214699,25.966,0.1150134058,240410.0,0.53519,1.207465,22.40601,-58.112182,0.08623047,0.5897217,0.0009807251,0.02863208,0.006962585,-0.03366089,0.006329346,0.4420361,0.7976538,0.17104,0.5101929,0.6097107,0.486499,0.6441345,-63.078,0.0379,0.03397,0.6746568238,1.657113353,1.353264616,1.6177,1.7426,0.0314668268,0.238639936,17.90906475,15.9543343,0.00265742419
214700,21.591,0.08654649912,180150.0,0.50394,1.06684,10.53101,-60.674682,0.03623047,0.1522217,0.001549475,0.01725708,0.01899384,0.1194641,-0.05929565,0.4045361,0.8214038,0.19354,0.3539429,0.5628357,0.373999,0.5035095,-63.962,0.04636,0.04209,0.605652816,1.479369742,0.8197591067,1.3029,1.0809,0.0289994776,0.247259989,9.84852648,6.99604273,0.00232081837
214701,27.841,0.1096302029,204600.0,0.56644,1.12309,11.78101,-67.299682,0.3362305,0.2772217,0.0007369751,0.02050708,0.008056335,0.07571411,0.07195435,0.4295361,0.6789038,0.08854004,0.2914429,0.7190857,0.398999,0.7222595,-63.352,0.03694,0.03269,0.6827675992,1.721214296,1.180197187,1.373,1.9086,0.023960907,0.292160213,13.43269301,26.6023483,0.00209731353
214702,27.762,0.0917647532,188120.0,0.62504,0.9648865,8.26538,-66.698122,0.1174805,0.8162842,0.001478381,0.01299146,0.01065399,-0.1020203,0.009063721,0.4342236,0.6106226,0.1982275,0.2797241,0.7327576,0.4036865,0.5562439,-63.971,0.04215,0.03638,0.6573412623,1.69203954,0.7624839318,1.0982,0.6265,0.0197194591,0.217614934,5.42466498,14.7387724,0.00169688324
214703,22.137,0.1141547409,104760.0,0.53129,0.9930115,25.14038,-68.385622,0.3674805,0.6287842,0.001072131,0.02761646,0.002997742,0.1823547,0.03093872,0.4467236,0.9193726,0.1457275,0.4984741,0.6546326,0.4911865,0.6031189,-64.057,0.09123,0.08235,0.6065454865,1.493497949,0.9671380228,1.3872,2.3093,0.0281941909,0.365134954,21.71582363,32.3036499,0.00267081894
214706,27.294,0.119391601,208490.0,0.7266,0.9859802,29.67163,-67.682492,0.2049805,0.5194092,0.001417444,0.02396021,0.003818054,0.02376099,-0.08390503,0.3685986,0.6165601,0.09510254,0.6937866,0.5882263,0.5318115,0.7476501,-62.056,0.09872,0.08198,0.73037308,1.753753604,1.023306124,1.4519,2.1826,0.0238141492,0.320540041,17.27977262,32.0064087,0.00232718629
214709,23.856,0.07651799357,238950.0,0.52347,1.253168,27.48413,-71.463742,0.6299805,0.6131592,0.001701819,0.01339771,0.01311493,0.1440735,-0.1167175,0.3623486,0.8184351,0.1738525,0.4594116,0.5179138,0.3880615,0.5523376,-64.988,0.04966,0.04477,0.5878499945,1.519918717,0.8690290258,1.2091,2.1052,0.0206149668,0.2738401,8.29728389,29.1209164,0.00169329613
214712,29.833,0.07681923446,114880.0,0.47074,1.128363,29.86693969,-72.08484,0.4393555,0.1170654,0.001188928,0.008827393,0.01742157,-0.0979187,0.02957153,0.3428174,0.9208569,0.08057129,0.699646,0.6243591,0.4185303,0.5318298,-63.747,0.05069,0.04659,0.6877289396,1.788784546,0.8592516968,1.244,2.245,0.0234468244,0.225934908,11.23147821,30.1786671,0.00180006959
214717,29.677,0.09512452224,105460.0,0.52543,1.360394,14.08569,-62.006717,0.1768555,0.7264404,0.0008842407,0.01735864,0.007851257,-0.09244995,0.1006653,0.3709424,0.7961694,0.1011963,0.7387085,0.5579529,0.4591553,0.5513611,-64.769,0.05258,0.04738,0.6442182017,1.734225823,1.329382745,1.8149,1.876,0.0224462077,0.23864001,13.64431837,17.0010948,0.00195491151
214718,22.177,0.08663588831,153560.0,0.65043,1.247894,16.58569,-58.756717,0.7768555,0.9764404,0.001859241,0.02385864,0.003476257,0.17005,0.1881653,0.4209424,0.8911694,0.1911963,0.6137085,0.7454529,0.4091553,0.6138611,-62.411,0.16294,0.14157,0.6639691324,1.541299824,1.008249894,1.3214,2.1535,0.0250998922,0.412159771,28.97679749,23.1041145,0.00219626841
214720,20.302,0.08990403211,189080.0,0.61918,1.388519,22.21069,-68.694217,0.3268555,0.7889404,0.001940491,0.009233643,0.006757507,0.191925,-0.05245972,0.3584424,0.7249194,0.1236963,0.5199585,0.5735779,0.4466553,0.5982361,-64.996,0.05062,0.04386,0.5636453743,1.417042245,1.089516528,1.2091,1.353,0.0129447281,0.325374931,5.17807221,28.2565804,0.00120875787
214725,21.298,0.06308603233,162330.0,0.64554,1.039594,19.847415,-63.821165,0.519043,0.5916748,0.001557092,0.01872974,0.01273895,-0.07399292,0.03162231,0.3572705,0.6766772,0.1529932,0.6498413,0.6512146,0.5322021,0.5166931,-64.514,0.06495,0.05572,0.5854735303,1.456486096,0.5346439831,1.2217,2.3359,0.0274903178,0.251615018,18.22396472,17.317564,0.00220864266
214727,24.11,0.07025036049,204040.0,0.50492,1.053656,18.909915,-68.727415,0.494043,0.1229248,0.0007852173,0.006542236,0.007817078,0.09006958,-0.06681519,0.4385205,0.7360522,0.1267432,0.5404663,0.6277771,0.4259521,0.7276306,-61.653,0.03362,0.03048,0.7112242462,1.636589924,0.7247212621,1.1839,1.801,0.0121595059,0.269335032,7.69706273,24.8682251,0.0010352754
214730,22.079,0.1122259439,159560.0,0.52836,1.07475,30.003665,-69.586795,0.281543,0.4197998,0.00121178,0.02726099,0.01629364,-0.03571167,0.1464661,0.4041455,0.8726147,0.1548682,0.2982788,0.5848083,0.3853271,0.6377869,-61.751,0.04181,0.03759,0.6870314663,1.557362527,1.124231736,1.434,1.1736,0.0379569493,0.225935057,14.69318914,27.6708736,0.002987599
214731,22.782,0.1283449289,163810.0,0.75101,1.036078,8.51928,-72.266475,0.350293,0.6619873,0.001912561,0.01730786,0.01205536,0.03811646,-0.04767456,0.343208,0.8043335,0.1614307,0.7162476,0.7312927,0.5462646,0.6436462,-61.745,0.15891,0.13192,0.6941025167,1.58303455,1.145348977,1.4318,1.9527,0.0259246733,0.292159915,21.75165848,36.7718925,0.00257774722
214733,27.157,0.05618831835,87950.0,0.65726,1.007953,35.394285,-63.078975,0.100293,0.8494873,0.001018811,0.009182861,0.01971161,-0.02750854,0.1054504,0.330708,0.7330835,0.1839307,0.5599976,0.6531677,0.3587646,0.6905212,-62.944,0.07973,0.0682,0.6920915122,1.710060758,0.5053488621,1.1636,0.6069,0.0251658913,0.287534952,14.92132759,9.37142563,0.00199948461
214734,28.407,0.0787699686,247190.0,0.59476,1.176703,11.64428,-62.953975,0.600293,0.2244873,0.000856311,0.01893286,0.01752411,0.1037415,0.1492004,0.455708,0.7805835,0.1689307,0.3724976,0.6844177,0.4837646,0.6592712,-61.585,0.0502,0.04396,0.7648483647,1.827345477,0.963649973,1.4932,1.5651,0.0319031663,0.340059936,23.8003073,18.0724888,0.00251085567
214737,21.688,0.07756996841,80130.0,0.50883,1.000922,5.55053,-57.219605,0.112793,0.9276123,0.001404749,0.01852661,0.006860046,-0.01110229,-0.1078308,0.446333,0.964646,0.1858057,0.4115601,0.6336365,0.4556396,0.7256775,-60.915,0.05613,0.05092,0.7142617131,1.568131974,0.744768349,1.2019,0.5522,0.0234717596,0.225934938,9.72806335,3.92252278,0.00191205193
214738,22.313,0.09938892745,237320.0,0.60258,1.029047,28.675535,-65.657105,0.06279297,0.9901123,0.001973499,0.007151611,0.0188913,0.1420227,-0.1297058,0.458833,0.798396,0.1333057,0.2553101,0.5867615,0.4181396,0.5850525,-62.128,0.04504,0.03929,0.6754427721,1.554396635,0.9233667812,1.1541,0.5219,0.0215283297,0.166460022,4.667232934,15.9839973,0.00178274512
214739,28.563,0.09587442552,160870.0,0.41508,0.9727966,29.925535,-75.5321,0.362793,0.6151123,0.001160999,0.01040161,0.007953796,0.09827271,0.1765442,0.433833,0.655896,0.1483057,0.3178101,0.7430115,0.4431396,0.6788025,-62.677,0.03632,0.03397,0.7188155639,1.782618005,0.9082321276,1.3002,2.3483,0.0155107789,0.349999934,8.29918003,35.3741722,0.00140203349
214740,22.587,0.09751159557,96550.0,0.45609,1.297992,27.542725,-66.31726,0.153418,0.1112061,0.001998889,0.01172192,0.003510437,-0.05621948,0.0111145,0.4783643,0.7642554,0.1215869,0.5932007,0.6463318,0.3626709,0.6582947,-64.521,0.05114,0.04725,0.5943433856,1.49448614,1.18300029,1.2214,1.3893,0.0133961961,0.225934967,4.731645468,26.5992317,0.00126360415
214744,22.743,0.06311303224,211990.0,0.62015,1.178461,-0.42603,-61.17664,0.790918,0.9393311,0.001044202,0.02106567,0.01144012,0.04768677,-0.07091675,0.3189893,0.8295679,0.1759619,0.3353882,0.634613,0.3532959,0.6387634,-63.855,0.05805,0.05033,0.6180426254,1.518156001,0.6642893848,1.3645,0.9833,0.0278519318,0.269334882,11.76700353,10.0469036,0.00204937067
214748,25.321,0.0569363376,228460.0,0.69437,1.252289,33.089595,-67.2157,0.359668,0.1502686,0.0008512329,0.005831299,0.01813934,0.1433899,0.09041138,0.3893018,0.9453491,0.1862744,0.4721069,0.5701599,0.4986084,0.5196228,-63.487,0.05112,0.04277,0.6529954393,1.617924788,0.6578396331,1.1709,1.6287,0.0213352013,0.315735012,11.40155363,20.2848549,0.00154828152
214750,28.446,0.0777788701,216210.0,0.66312,1.111664,-1.28541,-55.5282,0.009667969,0.9627686,0.0009324829,0.0107063,0.01923309,-0.09723511,0.02478638,0.4768018,0.7315991,0.1037744,0.6908569,0.7107849,0.3861084,0.5977478,-61.976,0.0875,0.07473,0.7478920012,1.810320046,0.8405422948,1.4321,0.8424,0.0263132285,0.238639995,14.8112297,0.880339622,0.00228977506
214754,20.944,0.06602902568,230740.0,0.51871,1.124738,0.63598,-67.956179,0.555957,0.2906494,0.001273669,0.007881592,0.00726593,0.1501404,0.1667175,0.3911084,0.9022095,0.1582373,0.390686,0.5023499,0.5422119,0.6406555,-64.146,0.05584,0.05046,0.5949227347,1.455405086,0.6583747883,1.0817,0.9238,0.0136788823,0.349999964,6.19422721,17.8938274,0.0011703549
214756,20.319,0.06721472683,69470.0,0.61246,1.096613,12.510983,-59.518679,0.405957,0.3531494,0.0007049194,0.02250659,0.01273468,-0.002984619,0.1885925,0.4286084,0.8784595,0.1057373,0.296936,0.7054749,0.3797119,0.5312805,-61.631,0.07466,0.06509,0.6749609634,1.499860251,0.6775714791,1.4073,1.056,0.0307522137,0.251614898,15.16977167,9.92718792,0.00236693281
214757,29.225,0.07920991419,159990.0,0.58903,1.047394,13.29223,-60.378049,0.143457,0.8375244,0.0008471069,0.01560034,0.01519562,0.1556091,-0.02468872,0.3442334,0.955647,0.1113623,0.6172485,0.6078186,0.3640869,0.7304993,-63.906,0.04457,0.0391,0.6746084856,1.754824655,0.7623549231,1.2503,1.3367,0.0275542308,0.27837503,19.8723884,10.4434614,0.00236710021
